"sentence,tense,aspect"
George will own the house,future simple,progressive
George is acquiring the house,present progressive,progressive
George will own the house,future simple,progressive
George was acquiring the house,past progressive,progressive
George will own the house,future simple,progressive
George has acquired the house,present perfect,perfect
George will own the house,future simple,progressive
George had acquired the house,past perfect,perfect
George will own the house,future simple,progressive
George will acquire the house,future simple,progressive
George will own the house,future simple,progressive
George acquires the house,present simple,progressive
George will own the house,future simple,progressive
George acquired the house,past simple,perfect
George owns the house,present simple,progressive
George is acquiring the house,present progressive,progressive
George owns the house,present simple,progressive
George was acquiring the house,past progressive,progressive
George owns the house,present simple,progressive
George has acquired the house,present perfect,perfect
George owns the house,present simple,progressive
George had acquired the house,past perfect,perfect
George owns the house,present simple,progressive
George will acquire the house,future simple,progressive
George owns the house,present simple,progressive
George acquires the house,present simple,progressive
George owns the house,present simple,progressive
George acquired the house,past simple,perfect
George owned the house,past simple,perfect
George is acquiring the house,present progressive,progressive
George owned the house,past simple,perfect
George was acquiring the house,past progressive,progressive
George owned the house,past simple,perfect
George has acquired the house,present perfect,perfect
George owned the house,past simple,perfect
George had acquired the house,past perfect,perfect
George owned the house,past simple,perfect
George will acquire the house,future simple,progressive
George owned the house,past simple,perfect
George acquires the house,present simple,progressive
George owned the house,past simple,perfect
George acquired the house,past simple,perfect
Lee is killing the president,present progressive,progressive
Lee is wounding the president,present progressive,progressive
Lee is killing the president,present progressive,progressive
Lee was wounding the president,past progressive,progressive
Lee is killing the president,present progressive,progressive
Lee has wounded the president,present perfect,perfect
Lee is killing the president,present progressive,progressive
Lee had wounded the president,past perfect,perfect
Lee is killing the president,present progressive,progressive
Lee will wound the president,future simple,progressive
Lee is killing the president,present progressive,progressive
Lee wounds the president,present simple,progressive
Lee is killing the president,present progressive,progressive
Lee wounded the president,past simple,perfect
Lee was killing the president,past progressive,progressive
Lee is wounding the president,present progressive,progressive
Lee was killing the president,past progressive,progressive
Lee was wounding the president,past progressive,progressive
Lee was killing the president,past progressive,progressive
Lee has wounded the president,present perfect,perfect
Lee was killing the president,past progressive,progressive
Lee had wounded the president,past perfect,perfect
Lee was killing the president,past progressive,progressive
Lee will wound the president,future simple,progressive
Lee was killing the president,past progressive,progressive
Lee wounds the president,present simple,progressive
Lee was killing the president,past progressive,progressive
Lee wounded the president,past simple,perfect
Lee has killed the president,present perfect,perfect
Lee is wounding the president,present progressive,progressive
Lee has killed the president,present perfect,perfect
Lee was wounding the president,past progressive,progressive
Lee has killed the president,present perfect,perfect
Lee has wounded the president,present perfect,perfect
Lee has killed the president,present perfect,perfect
Lee had wounded the president,past perfect,perfect
Lee has killed the president,present perfect,perfect
Lee will wound the president,future simple,progressive
Lee has killed the president,present perfect,perfect
Lee wounds the president,present simple,progressive
Lee has killed the president,present perfect,perfect
Lee wounded the president,past simple,perfect
Lee had killed the president,past perfect,perfect
Lee is wounding the president,present progressive,progressive
Lee had killed the president,past perfect,perfect
Lee was wounding the president,past progressive,progressive
Lee had killed the president,past perfect,perfect
Lee has wounded the president,present perfect,perfect
Lee had killed the president,past perfect,perfect
Lee had wounded the president,past perfect,perfect
Lee had killed the president,past perfect,perfect
Lee will wound the president,future simple,progressive
Lee had killed the president,past perfect,perfect
Lee wounds the president,present simple,progressive
Lee had killed the president,past perfect,perfect
Lee wounded the president,past simple,perfect
Lee will kill the president,future simple,progressive
Lee is wounding the president,present progressive,progressive
Lee will kill the president,future simple,progressive
Lee was wounding the president,past progressive,progressive
Lee will kill the president,future simple,progressive
Lee has wounded the president,present perfect,perfect
Lee will kill the president,future simple,progressive
Lee had wounded the president,past perfect,perfect
Lee will kill the president,future simple,progressive
Lee will wound the president,future simple,progressive
Lee will kill the president,future simple,progressive
Lee wounds the president,present simple,progressive
Lee will kill the president,future simple,progressive
Lee wounded the president,past simple,perfect
Lee kills the president,present simple,progressive
Lee is wounding the president,present progressive,progressive
Lee kills the president,present simple,progressive
Lee was wounding the president,past progressive,progressive
Lee kills the president,present simple,progressive
Lee has wounded the president,present perfect,perfect
Lee kills the president,present simple,progressive
Lee had wounded the president,past perfect,perfect
Lee kills the president,present simple,progressive
Lee will wound the president,future simple,progressive
Lee kills the president,present simple,progressive
Lee wounds the president,present simple,progressive
Lee kills the president,present simple,progressive
Lee wounded the president,past simple,perfect
Lee killed the president,past simple,perfect
Lee is wounding the president,present progressive,progressive
Lee killed the president,past simple,perfect
Lee was wounding the president,past progressive,progressive
Lee killed the president,past simple,perfect
Lee has wounded the president,present perfect,perfect
Lee killed the president,past simple,perfect
Lee had wounded the president,past perfect,perfect
Lee killed the president,past simple,perfect
Lee will wound the president,future simple,progressive
Lee killed the president,past simple,perfect
Lee wounds the president,present simple,progressive
Lee killed the president,past simple,perfect
Lee wounded the president,past simple,perfect
Lee is wounding the president,present progressive,progressive
Lee is killing the president,present progressive,progressive
Lee is wounding the president,present progressive,progressive
Lee was killing the president,past progressive,progressive
Lee is wounding the president,present progressive,progressive
Lee has killed the president,present perfect,perfect
Lee is wounding the president,present progressive,progressive
Lee had killed the president,past perfect,perfect
Lee is wounding the president,present progressive,progressive
Lee will kill the president,future simple,progressive
Lee is wounding the president,present progressive,progressive
Lee kills the president,present simple,progressive
Lee is wounding the president,present progressive,progressive
Lee killed the president,past simple,perfect
Lee was wounding the president,past progressive,progressive
Lee is killing the president,present progressive,progressive
Lee was wounding the president,past progressive,progressive
Lee was killing the president,past progressive,progressive
Lee was wounding the president,past progressive,progressive
Lee has killed the president,present perfect,perfect
Lee was wounding the president,past progressive,progressive
Lee had killed the president,past perfect,perfect
Lee was wounding the president,past progressive,progressive
Lee will kill the president,future simple,progressive
Lee was wounding the president,past progressive,progressive
Lee kills the president,present simple,progressive
Lee was wounding the president,past progressive,progressive
Lee killed the president,past simple,perfect
Lee has wounded the president,present perfect,perfect
Lee is killing the president,present progressive,progressive
Lee has wounded the president,present perfect,perfect
Lee was killing the president,past progressive,progressive
Lee has wounded the president,present perfect,perfect
Lee has killed the president,present perfect,perfect
Lee has wounded the president,present perfect,perfect
Lee had killed the president,past perfect,perfect
Lee has wounded the president,present perfect,perfect
Lee will kill the president,future simple,progressive
Lee has wounded the president,present perfect,perfect
Lee kills the president,present simple,progressive
Lee has wounded the president,present perfect,perfect
Lee killed the president,past simple,perfect
Lee had wounded the president,past perfect,perfect
Lee is killing the president,present progressive,progressive
Lee had wounded the president,past perfect,perfect
Lee was killing the president,past progressive,progressive
Lee had wounded the president,past perfect,perfect
Lee has killed the president,present perfect,perfect
Lee had wounded the president,past perfect,perfect
Lee had killed the president,past perfect,perfect
Lee had wounded the president,past perfect,perfect
Lee will kill the president,future simple,progressive
Lee had wounded the president,past perfect,perfect
Lee kills the president,present simple,progressive
Lee had wounded the president,past perfect,perfect
Lee killed the president,past simple,perfect
Lee will wound the president,future simple,progressive
Lee is killing the president,present progressive,progressive
Lee will wound the president,future simple,progressive
Lee was killing the president,past progressive,progressive
Lee will wound the president,future simple,progressive
Lee has killed the president,present perfect,perfect
Lee will wound the president,future simple,progressive
Lee had killed the president,past perfect,perfect
Lee will wound the president,future simple,progressive
Lee will kill the president,future simple,progressive
Lee will wound the president,future simple,progressive
Lee kills the president,present simple,progressive
Lee will wound the president,future simple,progressive
Lee killed the president,past simple,perfect
Lee wounds the president,present simple,progressive
Lee is killing the president,present progressive,progressive
Lee wounds the president,present simple,progressive
Lee was killing the president,past progressive,progressive
Lee wounds the president,present simple,progressive
Lee has killed the president,present perfect,perfect
Lee wounds the president,present simple,progressive
Lee had killed the president,past perfect,perfect
Lee wounds the president,present simple,progressive
Lee will kill the president,future simple,progressive
Lee wounds the president,present simple,progressive
Lee kills the president,present simple,progressive
Lee wounds the president,present simple,progressive
Lee killed the president,past simple,perfect
Lee wounded the president,past simple,perfect
Lee is killing the president,present progressive,progressive
Lee wounded the president,past simple,perfect
Lee was killing the president,past progressive,progressive
Lee wounded the president,past simple,perfect
Lee has killed the president,present perfect,perfect
Lee wounded the president,past simple,perfect
Lee had killed the president,past perfect,perfect
Lee wounded the president,past simple,perfect
Lee will kill the president,future simple,progressive
Lee wounded the president,past simple,perfect
Lee kills the president,present simple,progressive
Lee wounded the president,past simple,perfect
Lee killed the president,past simple,perfect
John is reaching London,present progressive,progressive
John is visiting London,present progressive,progressive
John is reaching London,present progressive,progressive
John was visiting London,past progressive,progressive
John is reaching London,present progressive,progressive
John has visited London,present perfect,perfect
John is reaching London,present progressive,progressive
John had visited London,past perfect,perfect
John is reaching London,present progressive,progressive
John will visit London,future simple,progressive
John is reaching London,present progressive,progressive
John visits London,present simple,progressive
John is reaching London,present progressive,progressive
John visited London,past simple,perfect
John was reaching London,past progressive,progressive
John is visiting London,present progressive,progressive
John was reaching London,past progressive,progressive
John was visiting London,past progressive,progressive
John was reaching London,past progressive,progressive
John has visited London,present perfect,perfect
John was reaching London,past progressive,progressive
John had visited London,past perfect,perfect
John was reaching London,past progressive,progressive
John will visit London,future simple,progressive
John was reaching London,past progressive,progressive
John visits London,present simple,progressive
John was reaching London,past progressive,progressive
John visited London,past simple,perfect
John has reached London,present perfect,perfect
John is visiting London,present progressive,progressive
John has reached London,present perfect,perfect
John was visiting London,past progressive,progressive
John has reached London,present perfect,perfect
John has visited London,present perfect,perfect
John has reached London,present perfect,perfect
John had visited London,past perfect,perfect
John has reached London,present perfect,perfect
John will visit London,future simple,progressive
John has reached London,present perfect,perfect
John visits London,present simple,progressive
John has reached London,present perfect,perfect
John visited London,past simple,perfect
John had reached London,past perfect,perfect
John is visiting London,present progressive,progressive
John had reached London,past perfect,perfect
John was visiting London,past progressive,progressive
John had reached London,past perfect,perfect
John has visited London,present perfect,perfect
John had reached London,past perfect,perfect
John had visited London,past perfect,perfect
John had reached London,past perfect,perfect
John will visit London,future simple,progressive
John had reached London,past perfect,perfect
John visits London,present simple,progressive
John had reached London,past perfect,perfect
John visited London,past simple,perfect
John will reach London,future simple,progressive
John is visiting London,present progressive,progressive
John will reach London,future simple,progressive
John was visiting London,past progressive,progressive
John will reach London,future simple,progressive
John has visited London,present perfect,perfect
John will reach London,future simple,progressive
John had visited London,past perfect,perfect
John will reach London,future simple,progressive
John will visit London,future simple,progressive
John will reach London,future simple,progressive
John visits London,present simple,progressive
John will reach London,future simple,progressive
John visited London,past simple,perfect
John reaches London,present simple,progressive
John is visiting London,present progressive,progressive
John reaches London,present simple,progressive
John was visiting London,past progressive,progressive
John reaches London,present simple,progressive
John has visited London,present perfect,perfect
John reaches London,present simple,progressive
John had visited London,past perfect,perfect
John reaches London,present simple,progressive
John will visit London,future simple,progressive
John reaches London,present simple,progressive
John visits London,present simple,progressive
John reaches London,present simple,progressive
John visited London,past simple,perfect
John reached London,past simple,perfect
John is visiting London,present progressive,progressive
John reached London,past simple,perfect
John was visiting London,past progressive,progressive
John reached London,past simple,perfect
John has visited London,present perfect,perfect
John reached London,past simple,perfect
John had visited London,past perfect,perfect
John reached London,past simple,perfect
John will visit London,future simple,progressive
John reached London,past simple,perfect
John visits London,present simple,progressive
John reached London,past simple,perfect
John visited London,past simple,perfect
John is visiting London,present progressive,progressive
John is reaching London,present progressive,progressive
John is visiting London,present progressive,progressive
John was reaching London,past progressive,progressive
John is visiting London,present progressive,progressive
John has reached London,present perfect,perfect
John is visiting London,present progressive,progressive
John had reached London,past perfect,perfect
John is visiting London,present progressive,progressive
John will reach London,future simple,progressive
John is visiting London,present progressive,progressive
John reaches London,present simple,progressive
John is visiting London,present progressive,progressive
John reached London,past simple,perfect
John was visiting London,past progressive,progressive
John is reaching London,present progressive,progressive
John was visiting London,past progressive,progressive
John was reaching London,past progressive,progressive
John was visiting London,past progressive,progressive
John has reached London,present perfect,perfect
John was visiting London,past progressive,progressive
John had reached London,past perfect,perfect
John was visiting London,past progressive,progressive
John will reach London,future simple,progressive
John was visiting London,past progressive,progressive
John reaches London,present simple,progressive
John was visiting London,past progressive,progressive
John reached London,past simple,perfect
John has visited London,present perfect,perfect
John is reaching London,present progressive,progressive
John has visited London,present perfect,perfect
John was reaching London,past progressive,progressive
John has visited London,present perfect,perfect
John has reached London,present perfect,perfect
John has visited London,present perfect,perfect
John had reached London,past perfect,perfect
John has visited London,present perfect,perfect
John will reach London,future simple,progressive
John has visited London,present perfect,perfect
John reaches London,present simple,progressive
John has visited London,present perfect,perfect
John reached London,past simple,perfect
John had visited London,past perfect,perfect
John is reaching London,present progressive,progressive
John had visited London,past perfect,perfect
John was reaching London,past progressive,progressive
John had visited London,past perfect,perfect
John has reached London,present perfect,perfect
John had visited London,past perfect,perfect
John had reached London,past perfect,perfect
John had visited London,past perfect,perfect
John will reach London,future simple,progressive
John had visited London,past perfect,perfect
John reaches London,present simple,progressive
John had visited London,past perfect,perfect
John reached London,past simple,perfect
John will visit London,future simple,progressive
John is reaching London,present progressive,progressive
John will visit London,future simple,progressive
John was reaching London,past progressive,progressive
John will visit London,future simple,progressive
John has reached London,present perfect,perfect
John will visit London,future simple,progressive
John had reached London,past perfect,perfect
John will visit London,future simple,progressive
John will reach London,future simple,progressive
John will visit London,future simple,progressive
John reaches London,present simple,progressive
John will visit London,future simple,progressive
John reached London,past simple,perfect
John visits London,present simple,progressive
John is reaching London,present progressive,progressive
John visits London,present simple,progressive
John was reaching London,past progressive,progressive
John visits London,present simple,progressive
John has reached London,present perfect,perfect
John visits London,present simple,progressive
John had reached London,past perfect,perfect
John visits London,present simple,progressive
John will reach London,future simple,progressive
John visits London,present simple,progressive
John reaches London,present simple,progressive
John visits London,present simple,progressive
John reached London,past simple,perfect
John visited London,past simple,perfect
John is reaching London,present progressive,progressive
John visited London,past simple,perfect
John was reaching London,past progressive,progressive
John visited London,past simple,perfect
John has reached London,present perfect,perfect
John visited London,past simple,perfect
John had reached London,past perfect,perfect
John visited London,past simple,perfect
John will reach London,future simple,progressive
John visited London,past simple,perfect
John reaches London,present simple,progressive
John visited London,past simple,perfect
John reached London,past simple,perfect
Andy is preparing the food,present progressive,progressive
Andy is cooking the food,present progressive,progressive
Andy is preparing the food,present progressive,progressive
Andy was cooking the food,past progressive,progressive
Andy is preparing the food,present progressive,progressive
Andy has cooked the food,present perfect,perfect
Andy is preparing the food,present progressive,progressive
Andy had cooked the food,past perfect,perfect
Andy is preparing the food,present progressive,progressive
Andy will cook the food,future simple,progressive
Andy is preparing the food,present progressive,progressive
Andy cooks the food,present simple,progressive
Andy is preparing the food,present progressive,progressive
Andy cooked the food,past simple,perfect
Andy was preparing the food,past progressive,progressive
Andy is cooking the food,present progressive,progressive
Andy was preparing the food,past progressive,progressive
Andy was cooking the food,past progressive,progressive
Andy was preparing the food,past progressive,progressive
Andy has cooked the food,present perfect,perfect
Andy was preparing the food,past progressive,progressive
Andy had cooked the food,past perfect,perfect
Andy was preparing the food,past progressive,progressive
Andy will cook the food,future simple,progressive
Andy was preparing the food,past progressive,progressive
Andy cooks the food,present simple,progressive
Andy was preparing the food,past progressive,progressive
Andy cooked the food,past simple,perfect
Andy has prepared the food,present perfect,perfect
Andy is cooking the food,present progressive,progressive
Andy has prepared the food,present perfect,perfect
Andy was cooking the food,past progressive,progressive
Andy has prepared the food,present perfect,perfect
Andy has cooked the food,present perfect,perfect
Andy has prepared the food,present perfect,perfect
Andy had cooked the food,past perfect,perfect
Andy has prepared the food,present perfect,perfect
Andy will cook the food,future simple,progressive
Andy has prepared the food,present perfect,perfect
Andy cooks the food,present simple,progressive
Andy has prepared the food,present perfect,perfect
Andy cooked the food,past simple,perfect
Andy had prepared the food,past perfect,perfect
Andy is cooking the food,present progressive,progressive
Andy had prepared the food,past perfect,perfect
Andy was cooking the food,past progressive,progressive
Andy had prepared the food,past perfect,perfect
Andy has cooked the food,present perfect,perfect
Andy had prepared the food,past perfect,perfect
Andy had cooked the food,past perfect,perfect
Andy had prepared the food,past perfect,perfect
Andy will cook the food,future simple,progressive
Andy had prepared the food,past perfect,perfect
Andy cooks the food,present simple,progressive
Andy had prepared the food,past perfect,perfect
Andy cooked the food,past simple,perfect
Andy will prepare the food,future simple,progressive
Andy is cooking the food,present progressive,progressive
Andy will prepare the food,future simple,progressive
Andy was cooking the food,past progressive,progressive
Andy will prepare the food,future simple,progressive
Andy has cooked the food,present perfect,perfect
Andy will prepare the food,future simple,progressive
Andy had cooked the food,past perfect,perfect
Andy will prepare the food,future simple,progressive
Andy will cook the food,future simple,progressive
Andy will prepare the food,future simple,progressive
Andy cooks the food,present simple,progressive
Andy will prepare the food,future simple,progressive
Andy cooked the food,past simple,perfect
Andy prepares the food,present simple,progressive
Andy is cooking the food,present progressive,progressive
Andy prepares the food,present simple,progressive
Andy was cooking the food,past progressive,progressive
Andy prepares the food,present simple,progressive
Andy has cooked the food,present perfect,perfect
Andy prepares the food,present simple,progressive
Andy had cooked the food,past perfect,perfect
Andy prepares the food,present simple,progressive
Andy will cook the food,future simple,progressive
Andy prepares the food,present simple,progressive
Andy cooks the food,present simple,progressive
Andy prepares the food,present simple,progressive
Andy cooked the food,past simple,perfect
Andy prepared the food,past simple,perfect
Andy is cooking the food,present progressive,progressive
Andy prepared the food,past simple,perfect
Andy was cooking the food,past progressive,progressive
Andy prepared the food,past simple,perfect
Andy has cooked the food,present perfect,perfect
Andy prepared the food,past simple,perfect
Andy had cooked the food,past perfect,perfect
Andy prepared the food,past simple,perfect
Andy will cook the food,future simple,progressive
Andy prepared the food,past simple,perfect
Andy cooks the food,present simple,progressive
Andy prepared the food,past simple,perfect
Andy cooked the food,past simple,perfect
Andy is cooking the food,present progressive,progressive
Andy is preparing the food,present progressive,progressive
Andy is cooking the food,present progressive,progressive
Andy was preparing the food,past progressive,progressive
Andy is cooking the food,present progressive,progressive
Andy has prepared the food,present perfect,perfect
Andy is cooking the food,present progressive,progressive
Andy had prepared the food,past perfect,perfect
Andy is cooking the food,present progressive,progressive
Andy will prepare the food,future simple,progressive
Andy is cooking the food,present progressive,progressive
Andy prepares the food,present simple,progressive
Andy is cooking the food,present progressive,progressive
Andy prepared the food,past simple,perfect
Andy was cooking the food,past progressive,progressive
Andy is preparing the food,present progressive,progressive
Andy was cooking the food,past progressive,progressive
Andy was preparing the food,past progressive,progressive
Andy was cooking the food,past progressive,progressive
Andy has prepared the food,present perfect,perfect
Andy was cooking the food,past progressive,progressive
Andy had prepared the food,past perfect,perfect
Andy was cooking the food,past progressive,progressive
Andy will prepare the food,future simple,progressive
Andy was cooking the food,past progressive,progressive
Andy prepares the food,present simple,progressive
Andy was cooking the food,past progressive,progressive
Andy prepared the food,past simple,perfect
Andy has cooked the food,present perfect,perfect
Andy is preparing the food,present progressive,progressive
Andy has cooked the food,present perfect,perfect
Andy was preparing the food,past progressive,progressive
Andy has cooked the food,present perfect,perfect
Andy has prepared the food,present perfect,perfect
Andy has cooked the food,present perfect,perfect
Andy had prepared the food,past perfect,perfect
Andy has cooked the food,present perfect,perfect
Andy will prepare the food,future simple,progressive
Andy has cooked the food,present perfect,perfect
Andy prepares the food,present simple,progressive
Andy has cooked the food,present perfect,perfect
Andy prepared the food,past simple,perfect
Andy had cooked the food,past perfect,perfect
Andy is preparing the food,present progressive,progressive
Andy had cooked the food,past perfect,perfect
Andy was preparing the food,past progressive,progressive
Andy had cooked the food,past perfect,perfect
Andy has prepared the food,present perfect,perfect
Andy had cooked the food,past perfect,perfect
Andy had prepared the food,past perfect,perfect
Andy had cooked the food,past perfect,perfect
Andy will prepare the food,future simple,progressive
Andy had cooked the food,past perfect,perfect
Andy prepares the food,present simple,progressive
Andy had cooked the food,past perfect,perfect
Andy prepared the food,past simple,perfect
Andy will cook the food,future simple,progressive
Andy is preparing the food,present progressive,progressive
Andy will cook the food,future simple,progressive
Andy was preparing the food,past progressive,progressive
Andy will cook the food,future simple,progressive
Andy has prepared the food,present perfect,perfect
Andy will cook the food,future simple,progressive
Andy had prepared the food,past perfect,perfect
Andy will cook the food,future simple,progressive
Andy will prepare the food,future simple,progressive
Andy will cook the food,future simple,progressive
Andy prepares the food,present simple,progressive
Andy will cook the food,future simple,progressive
Andy prepared the food,past simple,perfect
Andy cooks the food,present simple,progressive
Andy is preparing the food,present progressive,progressive
Andy cooks the food,present simple,progressive
Andy was preparing the food,past progressive,progressive
Andy cooks the food,present simple,progressive
Andy has prepared the food,present perfect,perfect
Andy cooks the food,present simple,progressive
Andy had prepared the food,past perfect,perfect
Andy cooks the food,present simple,progressive
Andy will prepare the food,future simple,progressive
Andy cooks the food,present simple,progressive
Andy prepares the food,present simple,progressive
Andy cooks the food,present simple,progressive
Andy prepared the food,past simple,perfect
Andy cooked the food,past simple,perfect
Andy is preparing the food,present progressive,progressive
Andy cooked the food,past simple,perfect
Andy was preparing the food,past progressive,progressive
Andy cooked the food,past simple,perfect
Andy has prepared the food,present perfect,perfect
Andy cooked the food,past simple,perfect
Andy had prepared the food,past perfect,perfect
Andy cooked the food,past simple,perfect
Andy will prepare the food,future simple,progressive
Andy cooked the food,past simple,perfect
Andy prepares the food,present simple,progressive
Andy cooked the food,past simple,perfect
Andy prepared the food,past simple,perfect
Russia is invading Crimea,present progressive,progressive
Russia is annexing Crimea,present progressive,progressive
Russia is invading Crimea,present progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia is invading Crimea,present progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia is invading Crimea,present progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia is invading Crimea,present progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia is invading Crimea,present progressive,progressive
Russia annexes Crimea,present simple,progressive
Russia is invading Crimea,present progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia was invading Crimea,past progressive,progressive
Russia is annexing Crimea,present progressive,progressive
Russia was invading Crimea,past progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia was invading Crimea,past progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia was invading Crimea,past progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia was invading Crimea,past progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia was invading Crimea,past progressive,progressive
Russia annexes Crimea,present simple,progressive
Russia was invading Crimea,past progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia has invaded Crimea,present perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia has invaded Crimea,present perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia has invaded Crimea,present perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia has invaded Crimea,present perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia has invaded Crimea,present perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia has invaded Crimea,present perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia has invaded Crimea,present perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia had invaded Crimea,past perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia had invaded Crimea,past perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia had invaded Crimea,past perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia had invaded Crimea,past perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia had invaded Crimea,past perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia had invaded Crimea,past perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia had invaded Crimea,past perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia will invade Crimea,future simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia will invade Crimea,future simple,progressive
Russia was annexing Crimea,past progressive,progressive
Russia will invade Crimea,future simple,progressive
Russia has annexed Crimea,present perfect,perfect
Russia will invade Crimea,future simple,progressive
Russia had annexed Crimea,past perfect,perfect
Russia will invade Crimea,future simple,progressive
Russia will annex Crimea,future simple,progressive
Russia will invade Crimea,future simple,progressive
Russia annexes Crimea,present simple,progressive
Russia will invade Crimea,future simple,progressive
Russia annexed Crimea,past simple,perfect
Russia invades Crimea,present simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia invades Crimea,present simple,progressive
Russia was annexing Crimea,past progressive,progressive
Russia invades Crimea,present simple,progressive
Russia has annexed Crimea,present perfect,perfect
Russia invades Crimea,present simple,progressive
Russia had annexed Crimea,past perfect,perfect
Russia invades Crimea,present simple,progressive
Russia will annex Crimea,future simple,progressive
Russia invades Crimea,present simple,progressive
Russia annexes Crimea,present simple,progressive
Russia invades Crimea,present simple,progressive
Russia annexed Crimea,past simple,perfect
Russia invaded Crimea,past simple,perfect
Russia is annexing Crimea,present progressive,progressive
Russia invaded Crimea,past simple,perfect
Russia was annexing Crimea,past progressive,progressive
Russia invaded Crimea,past simple,perfect
Russia has annexed Crimea,present perfect,perfect
Russia invaded Crimea,past simple,perfect
Russia had annexed Crimea,past perfect,perfect
Russia invaded Crimea,past simple,perfect
Russia will annex Crimea,future simple,progressive
Russia invaded Crimea,past simple,perfect
Russia annexes Crimea,present simple,progressive
Russia invaded Crimea,past simple,perfect
Russia annexed Crimea,past simple,perfect
Russia is annexing Crimea,present progressive,progressive
Russia is invading Crimea,present progressive,progressive
Russia is annexing Crimea,present progressive,progressive
Russia was invading Crimea,past progressive,progressive
Russia is annexing Crimea,present progressive,progressive
Russia has invaded Crimea,present perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia had invaded Crimea,past perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia will invade Crimea,future simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia invades Crimea,present simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia invaded Crimea,past simple,perfect
Russia was annexing Crimea,past progressive,progressive
Russia is invading Crimea,present progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia was invading Crimea,past progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia has invaded Crimea,present perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia had invaded Crimea,past perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia will invade Crimea,future simple,progressive
Russia was annexing Crimea,past progressive,progressive
Russia invades Crimea,present simple,progressive
Russia was annexing Crimea,past progressive,progressive
Russia invaded Crimea,past simple,perfect
Russia has annexed Crimea,present perfect,perfect
Russia is invading Crimea,present progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia was invading Crimea,past progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia has invaded Crimea,present perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia had invaded Crimea,past perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia will invade Crimea,future simple,progressive
Russia has annexed Crimea,present perfect,perfect
Russia invades Crimea,present simple,progressive
Russia has annexed Crimea,present perfect,perfect
Russia invaded Crimea,past simple,perfect
Russia had annexed Crimea,past perfect,perfect
Russia is invading Crimea,present progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia was invading Crimea,past progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia has invaded Crimea,present perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia had invaded Crimea,past perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia will invade Crimea,future simple,progressive
Russia had annexed Crimea,past perfect,perfect
Russia invades Crimea,present simple,progressive
Russia had annexed Crimea,past perfect,perfect
Russia invaded Crimea,past simple,perfect
Russia will annex Crimea,future simple,progressive
Russia is invading Crimea,present progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia was invading Crimea,past progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia has invaded Crimea,present perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia had invaded Crimea,past perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia will invade Crimea,future simple,progressive
Russia will annex Crimea,future simple,progressive
Russia invades Crimea,present simple,progressive
Russia will annex Crimea,future simple,progressive
Russia invaded Crimea,past simple,perfect
Russia annexes Crimea,present simple,progressive
Russia is invading Crimea,present progressive,progressive
Russia annexes Crimea,present simple,progressive
